State Code,Firms,Labeler codecode Product Package Size,Product code,Package size Size,Period Covered,FDA Approved drug name,Generic/Brand,Application #,Comments,Gen availability,Name of Gen,Date of Gen availability,Price issue,ANDA APP#,Units Reimbursed,No. of Prescriptions,Total Amount Reimbursed,Medicaid Amount Reimbursed,Non-Medicaid Amount Reimbursed,,,
MA,,53746,20,1,20004,APAP CHILD,,,,,,,,,100,1,4.61,0,0,,,
MA,,53746,131,1,20002,IBUPROFEN ,,,,,,,,,30,1,4.16,0,0,,,
MA,,53746,131,1,20003,IBUPROFEN ,,,,,,,,,71,3,11.92,0,0,,,
MA,,53746,131,1,20004,IBUPROFEN ,,,,,,,,,40,1,4.64,0,0,,,
MA,,53746,131,5,20001,IBUPROFEN ,,,,,,,,,940,12,66.05,0,0,,,
MA,,53746,131,5,20002,IBUPROFEN ,,,,,,,,,742,10,50.07,0,0,,,
MA,,53746,131,5,20003,IBUPROFEN ,,,,,,,,,1016,14,77.77,0,0,,,
MA,,53746,131,5,20004,IBUPROFEN ,,,,,,,,,1045,17,84.83,0,0,,,
MA,,53746,132,1,20003,IBUPROFEN ,,,,,,,,,90,3,13.02,0,0,,,
MA,,53746,132,1,20004,IBUPROFEN ,,,,,,,,,160,2,14.81,0,0,,,
MA,,53746,132,5,20001,IBUPROFEN ,,,,,,,,,1930,30,148.96,0,0,,,
MA,,53746,132,5,20002,IBUPROFEN ,,,,,,,,,6197,117,492.99,0,0,,,
MA,,53746,132,5,20003,IBUPROFEN ,,,,,,,,,9553,174,818.86,0,0,,,
MA,,53746,132,5,20004,IBUPROFEN ,,,,,,,,,11477,213,1061.24,0,0,,,
MA,,53746,135,1,20001,IBUPROFEN ,,,,,,,,,100,1,5.09,0,0,,,
MA,,53746,135,1,20004,IBUPROFEN ,,,,,,,,,220,2,10.09,0,0,,,
MA,,53746,137,1,20002,IBUPROFEN ,,,,,,,,,90,1,7.13,0,0,,,
MA,,53746,137,1,20003,IBUPROFEN ,,,,,,,,,90,1,10.61,0,0,,,
MA,,53746,137,1,20004,IBUPROFEN ,,,,,,,,,120,2,15.82,0,0,,,
MA,,53746,137,5,20001,IBUPROFEN ,,,,,,,,,5913,100,653.88,0,0,,,
MA,,53746,137,5,20002,IBUPROFEN ,,,,,,,,,10929,186,1204.13,0,0,,,
MA,,53746,137,5,20003,IBUPROFEN ,,,,,,,,,13857,251,1582.33,0,0,,,
MA,,53746,137,5,20004,IBUPROFEN ,,,,,,,,,20365,359,2298.2,0,0,,,
MA,,53807,158,1,20002,RIGEL II S,,,,,,,,,720,2,8.38,0,0,,,
MA,,53807,126,1,20001,RIGEL SUSP,,,,,,,,,3240,8,30.63,0,0,,,
MA,,53807,126,1,20002,RIGEL SUSP,,,,,,,,,2880,8,29.44,0,0,,,
MA,,53807,126,1,20003,RIGEL SUSP,,,,,,,,,1800,5,18.9,0,0,,,
MA,,53807,126,1,20004,RIGEL SUSP,,,,,,,,,3600,10,37.3,0,0,,,
MA,,53807,128,1,20001,RIMOX SUSP,,,,,,,,,5380,13,58.29,0,0,,,
MA,,53807,128,1,20002,RIMOX SUSP,,,,,,,,,2160,6,24.64,0,0,,,
MA,,53807,128,1,20003,RIMOX SUSP,,,,,,,,,2850,3,16.05,0,0,,,
MA,,53807,128,1,20004,RIMOX SUSP,,,,,,,,,1080,3,12.03,0,0,,,
MA,,53807,162,1,20002,SIMETHICON,,,,,,,,,90,1,10.47,0,0,,,
MA,,53807,162,1,20004,SIMETHICON,,,,,,,,,90,1,9.97,0,0,,,
MA,,53905,213,3,20001,ACETYLCYST,,,,,,,,,270,7,397.94,0,0,,,
MA,,53905,213,3,20002,ACETYLCYST,,,,,,,,,30,1,44.22,0,0,,,
MA,,53905,238,1,20001,DOXOROBICI,,,,,,,,,500,5,4174.8,0,0,,,
MA,,53905,238,1,20002,DOXOROBICI,,,,,,,,,200,2,1669.92,0,0,,,
MA,,53905,238,1,20003,DOXOROBICI,,,,,,,,,100,1,834.96,0,0,,,
MA,,53905,238,1,20004,DOXOROBICI,,,,,,,,,200,2,1669.92,0,0,,,
MA,,53905,233,1,20001,DOXORUBICI,,,,,,,,,2,1,398.7,0,0,,,
MA,,53905,233,1,20002,DOXORUBICI,,,,,,,,,6,3,1196.1,0,0,,,
MA,,53905,991,1,20001,PROLEUKING,,,,,,,,,56,5,29549.7,0,0,,,
MA,,53905,991,1,20002,PROLEUKING,,,,,,,,,81,8,34248.88,0,0,,,
MA,,53905,991,1,20003,PROLEUKING,,,,,,,,,46,4,24272.7,0,0,,,
MA,,53905,501,1,20001,RABAVERT (,,,,,,,,,5,2,639.24,0,0,,,
MA,,54022,2080,1,20001,COENZYME Q,,,,,,,,,450,2,144.08,0,0,,,
MA,,54022,2080,1,20002,COENZYME Q,,,,,,,,,120,1,33.7,0,0,,,
MA,,54022,2080,1,20003,COENZYME Q,,,,,,,,,420,4,124.04,0,0,,,
MA,,54022,2080,1,20004,COENZYME Q,,,,,,,,,360,3,107.78,0,0,,,
MA,,54022,2090,1,20001,COENZYME Q,,,,,,,,,540,3,252,0,0,,,
MA,,54022,2090,1,20002,COENZYME Q,,,,,,,,,570,3,265.5,0,0,,,
MA,,54022,2090,1,20003,COENZYME Q,,,,,,,,,720,3,333,0,0,,,
MA,,54022,2090,1,20004,COENZYME Q,,,,,,,,,720,3,333,0,0,,,
MA,,54092,63,1,20001,AGRYLIN .5,,,,,,,,,4835,43,18262.32,0,0,,,
MA,,54092,63,1,20002,AGRYLIN .5,,,,,,,,,3920,35,14556.12,0,0,,,
MA,,54092,63,1,20003,AGRYLIN .5,,,,,,,,,4677,43,19227.67,0,0,,,
MA,,54092,63,1,20004,AGRYLIN .5,,,,,,,,,5240,48,22020.11,0,0,,,
MA,,54092,64,1,20004,AGRYLIN 1.,,,,,,,,,60,1,525.71,0,0,,,
MA,,54092,52,60,20001,COLACE 50M,,,,,,,,,120,2,27.67,0,0,,,
MA,,54092,52,60,20002,COLACE 50M,,,,,,,,,168,3,40.22,0,0,,,
MA,,54092,52,60,20003,COLACE 50M,,,,,,,,,120,2,30.04,0,0,,,
MA,,54092,52,60,20004,COLACE 50M,,,,,,,,,120,2,30.04,0,0,,,
MA,,54092,46,1,20001,ETHMOZINE ,,,,,,,,,250,5,123.8,0,0,,,
MA,,54092,46,1,20002,ETHMOZINE ,,,,,,,,,100,2,30,0,0,,,
MA,,54092,46,1,20003,ETHMOZINE ,,,,,,,,,150,3,53.14,0,0,,,
MA,,54092,46,1,20004,ETHMOZINE ,,,,,,,,,100,2,38.14,0,0,,,
MA,,54092,310,28,20001,FURACIN SO,,,,,,,,,28,1,16.19,0,0,,,
MA,,54092,310,28,20002,FURACIN SO,,,,,,,,,28,1,15.19,0,0,,,
MA,,54092,310,28,20003,FURACIN SO,,,,,,,,,112,4,63.3,0,0,,,
MA,,54092,310,28,20004,FURACIN SO,,,,,,,,,196,5,107.2,0,0,,,
MA,,54092,310,56,20001,FURACIN SO,,,,,,,,,28,1,11.08,0,0,,,
MA,,54092,310,56,20002,FURACIN SO,,,,,,,,,112,3,42.82,0,0,,,
MA,,54092,310,56,20003,FURACIN SO,,,,,,,,,56,1,23.18,0,0,,,
MA,,54092,310,56,20004,FURACIN SO,,,,,,,,,56,1,20.66,0,0,,,
MA,,54092,311,28,20001,FURACIN TO,,,,,,,,,84,3,65.34,0,0,,,
MA,,54092,311,28,20002,FURACIN TO,,,,,,,,,28,1,19.33,0,0,,,
MA,,54092,311,28,20003,FURACIN TO,,,,,,,,,84,3,58.2,0,0,,,
MA,,54092,311,28,20004,FURACIN TO,,,,,,,,,56,2,43.56,0,0,,,
MA,,54092,130,20,20001,FUROXONE 1,,,,,,,,,12,1,30.86,0,0,,,
MA,,54092,430,16,20001,FUROXONE L,,,,,,,,,2138,11,416.73,0,0,,,
MA,,54092,430,16,20002,FUROXONE L,,,,,,,,,1490,7,272.33,0,0,,,
MA,,54092,430,16,20003,FUROXONE L,,,,,,,,,2570,8,466.92,0,0,,,
MA,,54092,430,16,20004,FUROXONE L,,,,,,,,,2890,10,562.37,0,0,,,
MA,,54092,501,24,20001,GLYCERIN S,,,,,,,,,25,1,1.83,0,0,,,
MA,,54092,342,30,20001,NITRODISC ,,,,,,,,,480,16,947.28,0,0,,,
MA,,54092,342,30,20002,NITRODISC ,,,,,,,,,120,4,238.72,0,0,,,
MA,,54092,343,30,20001,NITRODISC ,,,,,,,,,2399,82,4214.87,0,0,,,
MA,,54092,343,30,20002,NITRODISC ,,,,,,,,,555,20,1030.56,0,0,,,
MA,,54092,343,30,20003,NITRODISC ,,,,,,,,,180,7,190.42,0,0,,,
MA,,54092,343,30,20004,NITRODISC ,,,,,,,,,90,3,93.85,0,0,,,
MA,,54092,344,30,20001,NITRODISC ,,,,,,,,,660,19,1383.06,0,0,,,
MA,,54092,344,30,20003,NITRODISC ,,,,,,,,,90,3,196.93,0,0,,,
MA,,54092,71,28,20001,NORETHIN 1,,,,,,,,,56,2,25.46,0,0,,,
MA,,54092,71,28,20003,NORETHIN 1,,,,,,,,,144,3,42.34,0,0,,,
MA,,54092,71,28,20004,NORETHIN 1,,,,,,,,,28,1,14,0,0,,,
MA,,54092,97,1,20001,NOROXIN 40,,,,,,,,,2639,159,7665.05,0,0,,,
MA,,54092,97,1,20002,NOROXIN 40,,,,,,,,,2154,136,6407.64,0,0,,,
MA,,54092,97,1,20003,NOROXIN 40,,,,,,,,,1617,85,4923.64,0,0,,,
MA,,54092,97,1,20004,NOROXIN 40,,,,,,,,,544,27,1655.5,0,0,,,
MA,,54092,97,20,20001,NOROXIN 40,,,,,,,,,1821,100,5462.91,0,0,,,
MA,,54092,97,20,20002,NOROXIN 40,,,,,,,,,2167,108,6346.92,0,0,,,
MA,,54092,97,20,20003,NOROXIN 40,,,,,,,,,1216,57,3728.99,0,0,,,
MA,,54092,97,20,20004,NOROXIN 40,,,,,,,,,778,32,2273.54,0,0,,,
MA,,54092,97,52,20001,NOROXIN 40,,,,,,,,,21,2,68.31,0,0,,,
MA,,54092,97,52,20003,NOROXIN 40,,,,,,,,,140,10,443.7,0,0,,,
MA,,54092,97,52,20004,NOROXIN 40,,,,,,,,,70,5,221.85,0,0,,,
MA,,54092,189,81,20001,PENTASA 25,,,,,,,,,109540,320,42033.18,0,0,,,
MA,,54092,189,81,20002,PENTASA 25,,,,,,,,,117964,325,44862.36,0,0,,,
MA,,54092,189,81,20003,PENTASA 25,,,,,,,,,123238,330,46519.33,0,0,,,
MA,,54092,189,81,20004,PENTASA 25,,,,,,,,,129214,369,48340.81,0,0,,,
MA,,54092,73,1,20001,PRO BANTHI,,,,,,,,,166,3,83.71,0,0,,,
MA,,54092,73,1,20002,PRO BANTHI,,,,,,,,,74,2,32.34,0,0,,,
MA,,54092,73,1,20003,PRO BANTHI,,,,,,,,,74,1,40.2,0,0,,,
MA,,54092,74,1,20001,PRO BANTHI,,,,,,,,,15,1,13.28,0,0,,,
MA,,54092,74,1,20002,PRO BANTHI,,,,,,,,,90,2,69.72,0,0,,,
MA,,54092,74,1,20004,PRO BANTHI,,,,,,,,,120,2,91.3,0,0,,,
MA,,54092,3,1,20001,PROAMATINE,,,,,,,,,4090,47,3733.49,0,0,,,
MA,,54092,3,1,20002,PROAMATINE,,,,,,,,,5201,50,4722.03,0,0,,,
MA,,54092,3,1,20003,PROAMATINE,,,,,,,,,6661,56,5961.64,0,0,,,
MA,,54092,3,1,20004,PROAMATINE,,,,,,,,,6874,72,5920.82,0,0,,,
MA,,54092,4,1,20001,PROAMATINE,,,,,,,,,16189,172,24322.1,0,0,,,
MA,,54092,4,1,20002,PROAMATINE,,,,,,,,,18205,195,26462.12,0,0,,,
MA,,54092,4,1,20003,PROAMATINE,,,,,,,,,19641,197,28953.87,0,0,,,
MA,,54092,4,1,20004,PROAMATINE,,,,,,,,,20927,208,30379.18,0,0,,,
MA,,54092,69,1,20001,QUIBRON - ,,,,,,,,,120,1,61.63,0,0,,,
MA,,54092,67,1,20001,QUIBRON CA,,,,,,,,,390,4,213.92,0,0,,,
MA,,54092,67,1,20002,QUIBRON CA,,,,,,,,,240,2,131.1,0,0,,,
MA,,54092,67,1,20003,QUIBRON CA,,,,,,,,,240,2,131.1,0,0,,,
MA,,54092,56,1,20001,SALUTENSIN,,,,,,,,,970,16,1172.4,0,0,,,
MA,,54092,56,1,20002,SALUTENSIN,,,,,,,,,445,14,557.28,0,0,,,
MA,,54092,56,1,20003,SALUTENSIN,,,,,,,,,385,12,486.49,0,0,,,
MA,,54092,56,1,20004,SALUTENSIN,,,,,,,,,280,8,352.17,0,0,,,
MA,,54092,27,60,20001,SLOW-MAG  ,,,,,,,,,180,1,26.76,0,0,,,
MA,,54092,27,60,20002,SLOW-MAG  ,,,,,,,,,180,1,26.76,0,0,,,
MA,,54092,27,60,20003,SLOW-MAG  ,,,,,,,,,180,1,26.76,0,0,,,
MA,,54092,501,24,20002,SUPPOSITOR,,,,,,,,,25,1,1.83,0,0,,,
MA,,54092,540,2,20001,TIGAN AMPU,,,,,,,,,72,9,159.7,0,0,,,
MA,,54092,540,2,20002,TIGAN AMPU,,,,,,,,,146,15,315.1,0,0,,,
MA,,54092,540,2,20003,TIGAN AMPU,,,,,,,,,140,9,285.5,0,0,,,
MA,,54092,540,2,20004,TIGAN AMPU,,,,,,,,,84,7,90.4,0,0,,,
MA,,54092,541,20,20003,TIGAN VIAL,,,,,,,,,2,1,5.63,0,0,,,
MA,,54129,222,4,20001,FEIBA VH I,,,,,,,,,417880,8,419595.36,0,0,,,
MA,,54129,222,4,20002,FEIBA VH I,,,,,,,,,188450,5,223321.78,0,0,,,
MA,,54129,222,4,20003,FEIBA VH I,,,,,,,,,352800,10,154391,0,0,,,
MA,,54129,222,4,20004,FEIBA VH I,,,,,,,,,34200,1,43433.5,0,0,,,
MA,,54129,233,50,20001,IVEEGAM (I,,,,,,,,,43,4,8137,0,0,,,
MA,,54274,687,30,20004,DOXYCYCLIN,,,,,,,,,20,1,4.08,0,0,,,
MA,,54274,602,50,20001,FUROSEMIDE,,,,,,,,,3207,83,273.55,0,0,,,
MA,,54274,602,50,20003,FUROSEMIDE,,,,,,,,,60,1,3.58,0,0,,,
MA,,54274,800,30,20002,IBUPROFEN ,,,,,,,,,50,1,4.2,0,0,,,
MA,,54274,569,10,20001,ISOSORBIDE,,,,,,,,,90,1,4.53,0,0,,,
MA,,54274,569,10,20002,ISOSORBIDE,,,,,,,,,30,1,3.51,0,0,,,
MA,,54274,607,10,20001,LOXAPINE 1,,,,,,,,,391,23,204.94,0,0,,,
MA,,54274,607,10,20002,LOXAPINE 1,,,,,,,,,461,29,246.1,0,0,,,
MA,,54274,607,10,20003,LOXAPINE 1,,,,,,,,,466,31,252.8,0,0,,,
MA,,54274,607,10,20004,LOXAPINE 1,,,,,,,,,454,29,243.4,0,0,,,
MA,,54274,884,11,20001,NYSTATIN 1,,,,,,,,,30,2,5.32,0,0,,,
MA,,54274,884,11,20002,NYSTATIN 1,,,,,,,,,30,2,6.75,0,0,,,
MA,,54274,884,11,20003,NYSTATIN 1,,,,,,,,,30,2,8.18,0,0,,,
MA,,54274,119,10,20001,PROCHLORPE,,,,,,,,,411,11,154.3,0,0,,,
MA,,54274,870,18,20001,SALINE NAS,,,,,,,,,90,2,3.9,0,0,,,
MA,,54274,870,18,20002,SALINE NAS,,,,,,,,,270,6,20.1,0,0,,,
MA,,54391,25,2,20001,CALCI-CHEW,,,,,,,,,2600,10,157.34,0,0,,,
MA,,54391,25,2,20002,CALCI-CHEW,,,,,,,,,2680,8,156.41,0,0,,,
MA,,54391,25,2,20003,CALCI-CHEW,,,,,,,,,1640,6,98.47,0,0,,,
MA,,54391,25,2,20004,CALCI-CHEW,,,,,,,,,1460,5,92.64,0,0,,,
MA,,54391,225,2,20001,CALCI-CHEW,,,,,,,,,640,2,35.66,0,0,,,
MA,,54391,225,2,20002,CALCI-CHEW,,,,,,,,,320,3,17.71,0,0,,,
MA,,54391,225,2,20003,CALCI-CHEW,,,,,,,,,1040,2,57.93,0,0,,,
MA,,54391,225,2,20004,CALCI-CHEW,,,,,,,,,180,1,11.66,0,0,,,
MA,,54391,325,2,20001,CALCI-CHEW,,,,,,,,,100,1,7.59,0,0,,,
MA,,54391,325,2,20002,CALCI-CHEW,,,,,,,,,200,2,15.18,0,0,,,
MA,,54391,27,3,20001,CALCI-MIX ,,,,,,,,,4570,22,493.08,0,0,,,
MA,,54391,27,3,20002,CALCI-MIX ,,,,,,,,,2920,14,317,0,0,,,
MA,,54391,27,3,20003,CALCI-MIX ,,,,,,,,,3700,11,390.71,0,0,,,
MA,,54391,27,3,20004,CALCI-MIX ,,,,,,,,,1540,8,170.76,0,0,,,
MA,,54391,50,9,20002,L-CARNITIN,,,,,,,,,240,2,87.76,0,0,,,
MA,,54391,50,9,20003,L-CARNITIN,,,,,,,,,240,2,87.76,0,0,,,
MA,,54391,26,3,20001,NEPHRO-CAL,,,,,,,,,450,1,29.49,0,0,,,
MA,,54391,26,3,20002,NEPHRO-CAL,,,,,,,,,900,2,49.68,0,0,,,
MA,,54391,26,3,20003,NEPHRO-CAL,,,,,,,,,1300,3,73.24,0,0,,,
MA,,54391,13,9,20001,NEPHRO-FER,,,,,,,,,280,2,33.36,0,0,,,
MA,,54391,13,9,20002,NEPHRO-FER,,,,,,,,,200,2,25.26,0,0,,,
MA,,54391,13,9,20004,NEPHRO-FER,,,,,,,,,100,1,12.63,0,0,,,
MA,,54391,1313,6,20001,NEPHRO-FER,,,,,,,,,90,1,19.11,0,0,,,
MA,,54391,1313,6,20004,NEPHRO-FER,,,,,,,,,120,2,26.7,0,0,,,
MA,,54391,2,1,20001,NEPHRO-VIT,,,,,,,,,190,4,30.14,0,0,,,
MA,,54391,2,1,20002,NEPHRO-VIT,,,,,,,,,120,4,20.79,0,0,,,
MA,,54391,2,1,20003,NEPHRO-VIT,,,,,,,,,150,5,28.36,0,0,,,
MA,,54391,2,1,20004,NEPHRO-VIT,,,,,,,,,180,4,29.04,0,0,,,
MA,,54391,1002,1,20001,NEPHRO-VIT,,,,,,,,,3558,74,1598.97,0,0,,,
MA,,54391,1002,1,20002,NEPHRO-VIT,,,,,,,,,3502,81,1568.02,0,0,,,
MA,,54391,1002,1,20003,NEPHRO-VIT,,,,,,,,,3312,79,1523.91,0,0,,,
MA,,54391,1002,1,20004,NEPHRO-VIT,,,,,,,,,3581,79,1646.53,0,0,,,
MA,,54391,2213,6,20001,NEPHRO-VIT,,,,,,,,,120,1,73.88,0,0,,,
MA,,54391,2213,6,20004,NEPHRO-VIT,,,,,,,,,30,1,20.34,0,0,,,
MA,,54391,2213,8,20001,NEPHRO-VIT,,,,,,,,,90,3,58.17,0,0,,,
MA,,54391,2213,8,20002,NEPHRO-VIT,,,,,,,,,60,2,40.34,0,0,,,
MA,,54391,2213,8,20003,NEPHRO-VIT,,,,,,,,,150,5,103.36,0,0,,,
MA,,54391,2213,8,20004,NEPHRO-VIT,,,,,,,,,104,4,72.07,0,0,,,
MA,,54396,328,16,20001,DELATESTRY,,,,,,,,,45,26,822.46,0,0,,,
MA,,54396,328,16,20002,DELATESTRY,,,,,,,,,61,26,1115.9,0,0,,,
MA,,54396,328,16,20003,DELATESTRY,,,,,,,,,47,25,863.94,0,0,,,
MA,,54396,328,16,20004,DELATESTRY,,,,,,,,,47,22,863.65,0,0,,,
MA,,54396,328,40,20001,DELATESTRY,,,,,,,,,850,132,8285.12,0,0,,,
MA,,54396,328,40,20002,DELATESTRY,,,,,,,,,853,136,8052.24,0,0,,,
MA,,54396,328,40,20003,DELATESTRY,,,,,,,,,765,118,8647.51,0,0,,,
MA,,54396,328,40,20004,DELATESTRY,,,,,,,,,662,89,6721.39,0,0,,,
MA,,54396,111,11,20001,OXANDROLON,,,,,,,,,29208,165,95414.99,0,0,,,
MA,,54396,111,11,20002,OXANDROLON,,,,,,,,,30818,181,100764.54,0,0,,,
MA,,54396,111,11,20003,OXANDROLON,,,,,,,,,26609,139,90533.25,0,0,,,
MA,,54396,111,11,20004,OXANDROLON,,,,,,,,,29999,194,100752.02,0,0,,,
MA,,54482,144,7,20001,CARNITOR (,,,,,,,,,41644,417,29348.69,0,0,,,
MA,,54482,144,7,20002,CARNITOR (,,,,,,,,,40766,433,29134.01,0,0,,,
MA,,54482,144,7,20003,CARNITOR (,,,,,,,,,39826,454,26880.94,0,0,,,
MA,,54482,144,7,20004,CARNITOR (,,,,,,,,,39659,464,26325.48,0,0,,,
MA,,54482,145,8,20001,CARNITOR (,,,,,,,,,162389,458,31774.04,0,0,,,
MA,,54482,145,8,20002,CARNITOR (,,,,,,,,,153349,415,29718.17,0,0,,,
MA,,54482,145,8,20003,CARNITOR (,,,,,,,,,193889,490,37195.88,0,0,,,
MA,,54482,145,8,20004,CARNITOR (,,,,,,,,,175436,462,33015.95,0,0,,,
MA,,54482,146,9,20002,CARNITOR (,,,,,,,,,2,1,16.2,0,0,,,
MA,,54482,53,1,20001,MATULANE (,,,,,,,,,75,2,46,0,0,,,
MA,,54482,53,1,20002,MATULANE (,,,,,,,,,220,8,145.45,0,0,,,
MA,,54482,53,1,20003,MATULANE (,,,,,,,,,234,9,160.85,0,0,,,
MA,,54482,53,1,20004,MATULANE (,,,,,,,,,283,9,185.7,0,0,,,
MA,,54838,1,80,20001,FERROUS SU,,,,,,,,,150,1,3.7,0,0,,,
MA,,54838,1,80,20003,FERROUS SU,,,,,,,,,960,2,10.5,0,0,,,
MA,,54838,2,50,20001,FERROUS SU,,,,,,,,,250,5,24.35,0,0,,,
MA,,54838,2,50,20002,FERROUS SU,,,,,,,,,100,2,9.74,0,0,,,
MA,,54838,2,50,20003,FERROUS SU,,,,,,,,,100,2,9.74,0,0,,,
MA,,54838,2,50,20004,FERROUS SU,,,,,,,,,200,4,19.48,0,0,,,
MA,,54838,507,80,20003,METAPROTER,,,,,,,,,2070,10,53.68,0,0,,,
MA,,54838,507,80,20004,METAPROTER,,,,,,,,,4230,21,114.55,0,0,,,
MA,,54838,519,50,20003,POLY-VITAM,,,,,,,,,350,7,35.81,0,0,,,
MA,,54838,519,50,20004,POLY-VITAM,,,,,,,,,550,9,51.5,0,0,,,
MA,,54979,146,1,20001,PHENAZOPYR,,,,,,,,,50,4,15.29,0,0,,,
MA,,54979,146,1,20002,PHENAZOPYR,,,,,,,,,561,12,46.78,0,0,,,
MA,,54979,146,1,20003,PHENAZOPYR,,,,,,,,,237,10,36.82,0,0,,,
MA,,54979,146,1,20004,PHENAZOPYR,,,,,,,,,128,7,29.43,0,0,,,
MA,,54979,164,1,20001,V-C FORTE ,,,,,,,,,60,1,7.06,0,0,,,
MA,,55053,690,16,20001,CALCIQUID ,,,,,,,,,10920,17,387.77,0,0,,,
MA,,55053,690,16,20002,CALCIQUID ,,,,,,,,,15720,20,468.29,0,0,,,
MA,,55053,690,16,20003,CALCIQUID ,,,,,,,,,9000,14,326.6,0,0,,,
MA,,55053,690,16,20004,CALCIQUID ,,,,,,,,,6600,10,235.25,0,0,,,
MA,,55053,880,1,20001,ENCRON 10 ,,,,,,,,,720,2,225.02,0,0,,,
MA,,55053,880,1,20002,ENCRON 10 ,,,,,,,,,300,1,94.18,0,0,,,
MA,,55053,121,1,20002,FEROCON   ,,,,,,,,,30,1,5.02,0,0,,,
MA,,55053,121,1,20003,FEROCON   ,,,,,,,,,30,1,5.02,0,0,,,
MA,,55053,130,1,20001,HYOSCYAMIN,,,,,,,,,270,5,47.3,0,0,,,
MA,,55053,130,1,20002,HYOSCYAMIN,,,,,,,,,210,4,37.01,0,0,,,
MA,,55053,130,1,20003,HYOSCYAMIN,,,,,,,,,300,10,65.4,0,0,,,
MA,,55053,130,1,20004,HYOSCYAMIN,,,,,,,,,300,8,59.42,0,0,,,
MA,,55053,310,1,20001,HYOSCYAMIN,,,,,,,,,338,5,170.22,0,0,,,
MA,,55053,310,1,20002,HYOSCYAMIN,,,,,,,,,302,5,148.56,0,0,,,
MA,,55053,310,1,20003,HYOSCYAMIN,,,,,,,,,184,3,88.95,0,0,,,
MA,,55053,310,1,20004,HYOSCYAMIN,,,,,,,,,184,3,87.95,0,0,,,
MA,,55053,380,15,20001,HYOSCYAMIN,,,,,,,,,105,7,68.69,0,0,,,
MA,,55053,380,15,20002,HYOSCYAMIN,,,,,,,,,15,1,10.71,0,0,,,
MA,,55053,380,15,20003,HYOSCYAMIN,,,,,,,,,30,2,22.54,0,0,,,
MA,,55053,380,15,20004,HYOSCYAMIN,,,,,,,,,30,1,20.04,0,0,,,
MA,,55053,717,1,20001,HYOSOL S/L,,,,,,,,,100,3,22.49,0,0,,,
MA,,55053,717,1,20002,HYOSOL S/L,,,,,,,,,180,8,46.36,0,0,,,
MA,,55053,717,1,20003,HYOSOL S/L,,,,,,,,,285,4,55,0,0,,,
MA,,55053,717,1,20004,HYOSOL S/L,,,,,,,,,280,5,55.81,0,0,,,
MA,,55053,111,1,20001,HYOSPAZ   ,,,,,,,,,2401,28,477.03,0,0,,,
MA,,55053,111,1,20002,HYOSPAZ   ,,,,,,,,,3268,44,685.79,0,0,,,
MA,,55053,111,1,20003,HYOSPAZ   ,,,,,,,,,3079,45,660.51,0,0,,,
MA,,55053,111,1,20004,HYOSPAZ   ,,,,,,,,,2615,36,530.92,0,0,,,
MA,,55053,150,45,20001,MARINE MIS,,,,,,,,,135,3,9.49,0,0,,,
MA,,55053,150,45,20002,MARINE MIS,,,,,,,,,225,5,17.95,0,0,,,
MA,,55053,150,45,20003,MARINE MIS,,,,,,,,,45,1,3.29,0,0,,,
MA,,55053,150,45,20004,MARINE MIS,,,,,,,,,45,1,3.79,0,0,,,
MA,,55053,840,1,20001,OBNATE-90 ,,,,,,,,,160,3,30.85,0,0,,,
MA,,55053,840,1,20002,OBNATE-90 ,,,,,,,,,90,3,17.01,0,0,,,
MA,,55053,840,1,20003,OBNATE-90 ,,,,,,,,,30,1,5.67,0,0,,,
MA,,55053,840,1,20004,OBNATE-90 ,,,,,,,,,100,1,18.4,0,0,,,
MA,,55053,320,1,20001,PANOKASE  ,,,,,,,,,2400,19,497.96,0,0,,,
MA,,55053,320,1,20002,PANOKASE  ,,,,,,,,,2950,22,586.39,0,0,,,
MA,,55053,320,1,20003,PANOKASE  ,,,,,,,,,2740,22,548.07,0,0,,,
MA,,55053,320,1,20004,PANOKASE  ,,,,,,,,,3910,26,743.17,0,0,,,
MA,,55053,320,5,20001,PANOKASE  ,,,,,,,,,2200,3,444.17,0,0,,,
MA,,55053,320,5,20002,PANOKASE  ,,,,,,,,,1000,1,205.39,0,0,,,
MA,,55053,320,5,20003,PANOKASE  ,,,,,,,,,1200,3,252.43,0,0,,,
MA,,55053,320,5,20004,PANOKASE  ,,,,,,,,,1100,2,228.91,0,0,,,
MA,,55053,890,1,20001,PRETERNA  ,,,,,,,,,60,2,16.3,0,0,,,
MA,,55326,200,25,20001,METROGEL-V,,,,,,,,,1795,25,931.17,0,0,,,
MA,,55326,200,25,20002,METROGEL-V,,,,,,,,,1655,23,885.94,0,0,,,
MA,,55326,200,25,20003,METROGEL-V,,,,,,,,,2355,33,1277.7,0,0,,,
MA,,55326,200,25,20004,METROGEL-V,,,,,,,,,1260,18,684.84,0,0,,,
MA,,55370,341,48,20001,ACETAMINOP,,,,,,,,,2470,19,101.68,0,0,,,
MA,,55370,341,48,20002,ACETAMINOP,,,,,,,,,1250,12,66.53,0,0,,,
MA,,55370,341,48,20003,ACETAMINOP,,,,,,,,,3450,24,157.69,0,0,,,
MA,,55370,341,48,20004,ACETAMINOP,,,,,,,,,2680,19,118.8,0,0,,,
MA,,55370,555,7,20001,ACYCLOVIR ,,,,,,,,,1259,30,852.29,0,0,,,
